Final Equity,Net Profit,Total Return (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Total Trades,LONG Trades,SHORT Trades,Avg Positions,Max Positions Used
2046203.7437833254,1046203.7437833254,104.62037437833254,9.18988711301359,16.44856969221091,-2.9127256342706964,17055,16734,321,7.652657057982176,10
