Symbol,TotalTrades,StartingEquity,FinalEquity,TotalProfit,PctGain,MaxEquity,MinEquity,MaxDrawdownPct
BX,165,100000.0,146068.702798012,46068.702798012004,46.068702798012,146068.702798012,100339.95950941845,-31.306325319961648
BXP,161,100000.0,128479.26247036233,28479.26247036233,28.479262470362332,130484.61776196366,100035.95189485794,-23.335061549286714
BYD,126,100000.0,120991.8168636009,20991.816863600907,20.991816863600906,122450.40722864142,99971.44797609346,-18.357602691001976
BYND,211,100000.0,298051.6873834535,198051.68738345348,198.05168738345347,298051.6873834535,95962.80010442942,-67.80330252552133
BZH,98,100000.0,145750.74236371586,45750.742363715864,45.750742363715865,145750.74236371586,99785.49356223177,-31.536888290269854
BZUN,55,100000.0,156480.20872394717,56480.20872394717,56.48020872394718,156480.20872394717,100767.75431861804,-35.60351488514029
C,121,100000.0,117442.18632540357,17442.18632540357,17.442186325403572,118009.1591301385,96949.24565565099,-17.845999098479297
CAG,227,100000.0,172389.09727280107,72389.09727280107,72.38909727280107,172389.09727280107,100057.24373021671,-41.95848501261142
CAH,144,100000.0,125540.3307029375,25540.3307029375,25.540330702937496,125540.3307029375,100551.35209460078,-19.905140020275578
CAR,103,100000.0,133524.29043747453,33524.29043747453,33.52429043747453,137380.3900700452,101162.3426372122,-26.36333134180704
CARR,246,100000.0,163777.8462064828,63777.84620648279,63.77784620648279,163777.8462064828,100143.84068254937,-38.85385416761855
CAT,77,100000.0,112288.90186261099,12288.90186261099,12.28890186261099,112288.90186261099,99082.4398811381,-11.761146259700194
CB,92,100000.0,110946.79587798039,10946.795877980388,10.946795877980389,110946.79587798039,99564.23583886743,-10.259476129109244
CBRE,98,100000.0,112728.50806297333,12728.508062973327,12.72850806297333,113561.56600730482,99911.43798373718,-12.020024470858035
CCEP,180,100000.0,131341.8567203325,31341.856720332493,31.341856720332494,133255.45095391024,100121.2784305271,-24.86515357247444
CCI,179,100000.0,137094.86532766625,37094.86532766625,37.094865327666255,137646.5910885531,99628.92795727773,-27.619763650243414
CCL,164,100000.0,153559.09873241966,53559.09873241966,53.55909873241966,153559.09873241966,98729.33404985043,-35.70596932071827
CDNS,137,100000.0,132973.84255912178,32973.84255912178,32.97384255912178,132984.59116614333,100252.74922113617,-24.61325906857425
CDW,158,100000.0,137185.0268230189,37185.02682301891,37.185026823018916,137188.61845805438,98195.93638838844,-28.422680035653258
CEG,145,100000.0,148210.14381495886,48210.143814958865,48.21014381495887,148704.3038726373,99930.0459148774,-32.79949314683873
CF,145,100000.0,135794.26331107251,35794.263311072515,35.79426331107251,135925.40539717482,99798.23004657862,-26.578677654138595
CFG,81,100000.0,114218.92367930681,14218.923679306812,14.21892367930681,115031.97946561247,99449.20511195825,-13.546471534302793
CGC,85,100000.0,142270.48156079574,42270.48156079574,42.270481560795744,142270.48156079574,93694.83514503863,-34.14316580843197
CGNX,155,100000.0,150186.84582278464,50186.84582278464,50.18684582278464,154371.31531659944,99426.49370100506,-35.59263682045352
