StartingCapital,FinalEquity,NetProfit,TotalReturn,TotalTrades,WinningTrades,LosingTrades,WinRate,GrossProfit,GrossLoss,ProfitFactor,AvgWin,AvgLoss,LargestWin,LargestLoss,BaselineSignals,SignalsSkipped,MaxPositions,PositionSizePct
1000000,1465042.1380333262,465042.1380333341,46.504213803332625,16754,8408,8182,50.185030440491815,2248214.6743333335,1783172.5362999993,1.2607948073259783,267.3899469949255,-217.9384669151796,22896.77800000002,-12000.985133333335,31823,15069,10,10.0
