Strategy,Signal,StartingCapital,FinalEquity,NetProfit,TotalReturn,MaxPositions,PositionSizePct,TotalTrades,WinningTrades,LosingTrades,WinRate,GrossProfit,GrossLoss,ProfitFactor,AvgWin,AvgLoss,LargestWin,LargestLoss,MaxDrawdown,AvgBarsInTrade,BaselineSignals,SignalsSkipped_MaxPositions,SignalsSkipped_Duplicate,SignalsSkipped_Capital
ATR_Trailing_Stop,SHORT,1000000,1362946.7942499968,362946.7942499997,36.29467942499968,10,10.0,1424,888,535,62.35955056179775,589838.7812399997,226891.98698999995,2.599645712768148,664.2328617567564,-424.09717194392516,9372.4533,-2320.1398499999964,-1.0872465929375519,10.48806179775281,60111,55557,3130,0
