Total Unique Symbols,LONG Symbols,SHORT Symbols,Avg Symbols per Day (LONG),Avg Symbols per Day (SHORT),Concentration (Herfindahl) LONG,Concentration (Herfindahl) SHORT
400,400,208,72.04081632653062,9.687074829931973,0.00300402731040666,0.011065324769599795
