Symbol,Total_PnL,Avg_PnL,Trade_Count,Strategy
FDX,-5798.147216666759,-92.03408280423427,63,LONG
FE,3083.495783333332,54.096417251461965,57,LONG
FFIV,1492.9579333333604,71.0932349206362,21,LONG
FICO,-6499.289499999941,-249.97267307692078,26,LONG
FIS,105.76129999992554,5.875627777773641,18,LONG
FITB,1762.915449999935,103.70090882352558,17,LONG
FTNT,-1404.98895000005,-39.02747083333472,36,LONG
FXI,788.7826000000496,34.294895652176066,23,LONG
GDX,4648.8783333332685,48.93556140350809,95,LONG
GE,1765.3686500000258,18.3892567708336,96,LONG
GEHC,-1839.8076166666287,-35.38091570512748,52,LONG
GFS,1910.704350000051,51.640658108109484,37,LONG
GILD,3139.6454833334064,58.141583024692714,54,LONG
GLD,579.9901333334637,5.225136336337512,111,LONG
GM,-468.5209666666997,-9.370419333333993,50,LONG
GME,2995.9345166666462,103.3080867816085,29,LONG
GOOG,170.84466666666412,2.1903162393162066,78,LONG
GOOGL,5058.0299166668265,53.24242017544028,95,LONG
GS,-1730.5203499999698,-21.103906707316703,82,LONG
HAL,626.2009166667194,15.655022916667985,40,LONG
HBAN,3183.270700000001,109.76795517241382,29,LONG
HD,734.5068666666921,13.858620125786643,53,LONG
HON,-711.4466166666316,-27.36333141025506,26,LONG
HPQ,-1535.8790833333042,-51.19596944444347,30,LONG
HRB,903.8331333333408,37.6597138888892,24,LONG
HSBC,65.24886666672683,1.1059129943513022,59,LONG
HST,-2121.5455000000075,-58.93181944444465,36,LONG
IAU,853.0380333333742,9.172451971326604,93,LONG
IBB,431.65021666668326,7.70803958333363,56,LONG
IBM,2454.4782000000196,32.72637600000026,75,LONG
IDXX,1080.2253999999812,24.00500888888847,45,LONG
INO,4608.163300000015,209.46196818181886,22,LONG
INTC,2105.4330999998783,47.850752272724506,44,LONG
INTU,4553.707566666744,133.93257549019836,34,LONG
ISRG,4269.154950000033,137.71467580645268,31,LONG
IWM,272.74871666661056,11.858639855070024,23,LONG
JBLU,-3740.5025499999174,-155.85427291666323,24,LONG
JD,-1444.3422333333,-51.583651190475,28,LONG
JNJ,5526.206183333394,68.224767695474,81,LONG
JPM,2516.636233333258,35.44558075117265,71,LONG
K,328.71161666671105,10.27223802083472,32,LONG
KDP,2976.735633333301,43.14109613526523,69,LONG
KEY,8210.357549999979,264.8502435483864,31,LONG
KHC,475.2943333333096,25.015491228068928,19,LONG
KLAC,-3648.6106166665704,-84.85140968992025,43,LONG
KO,1356.547549999901,30.83062613636139,44,LONG
KSS,-3395.5708166666227,-56.592846944443714,60,LONG
L,-1244.3916833334079,-22.62530333333469,55,LONG
LIN,1173.114033333295,41.896929761903394,28,LONG
LLY,1981.211650000012,24.76514562500015,80,LONG
LRCX,4332.928050000017,66.6604315384618,65,LONG
LULU,-806.7713999999614,-18.762125581394454,43,LONG
LUV,904.1009666666505,18.83543680555522,48,LONG
LVS,2886.6658333333253,53.45677469135788,54,LONG
M,1325.1532333333598,30.11711893939454,44,LONG
MA,-1330.6889333333165,-26.091939869280715,51,LONG
MAR,25.28186666667898,0.5745878787881586,44,LONG
MCD,1909.7291999999507,29.380449230768473,65,LONG
MCHP,1101.2080333333288,42.35415512820495,26,LONG
MDLZ,539.9523833333806,15.88095245098178,34,LONG
MELI,5958.310500000029,270.83229545454674,22,LONG
META,848.8496666667343,14.147494444445572,60,LONG
MGC,164.57883333333302,27.429805555555504,6,LONG
MMM,559.4920666667094,18.64973555555698,30,LONG
MNST,-4004.756783333367,-88.99459518518593,45,LONG
MO,-1760.701816666573,-27.087720256408815,65,LONG
MRK,1028.3644166665981,15.820991025639971,65,LONG
MRNA,-975.4440833332555,-22.169183712119445,44,LONG
MRVL,20926.5664999999,290.64675694444304,72,LONG
MS,362.49848333328555,6.249973850573888,58,LONG
MSFT,1230.5464333333366,19.84752311827962,62,LONG
MSTR,1030.1125166666898,26.413141452992047,39,LONG
MU,8704.13000000007,131.88075757575865,66,LONG
NCLH,-220.94258333332982,-7.618709770114822,29,LONG
NEE,-1116.3794166666048,-16.179411835747896,69,LONG
NFLX,-237.82850000003236,-7.206924242425223,33,LONG
NIO,-3280.835300000028,-102.52610312500087,32,LONG
NKE,-1303.6941999999472,-37.2484057142842,35,LONG
NOK,-979.1955999999846,-39.167823999999385,25,LONG
NOW,2506.4844499999454,92.83275740740538,27,LONG
NVDA,946.427400000066,15.02265714285819,63,LONG
NXPI,4965.4884666666985,165.51628222222328,30,LONG
ODFL,2443.3745333332627,58.17558412698244,42,LONG
ON,-1682.613016666648,-48.07465761904709,35,LONG
ORCL,-1862.3269333332137,-31.038782222220227,60,LONG
ORLY,593.8856166666665,9.735829781420762,61,LONG
OXY,-1187.6307833332976,-32.98974398148049,36,LONG
PANW,1452.4895166667193,22.007416919192718,66,LONG
PAYX,-1597.42424999996,-84.07496052631369,19,LONG
PCAR,181.1289333333043,4.766550877192219,38,LONG
PDD,4741.030466666714,80.35644858757144,59,LONG
PEP,2012.4561166666608,35.93671636904752,56,LONG
PFE,2632.195983333353,73.11655509259315,36,LONG
PG,176.30006666666304,8.01363939393923,22,LONG
PLTR,1863.7331166667427,26.624758809524895,70,LONG
PLUG,22617.42678333333,779.9112683908045,29,LONG
PM,543.304299999967,13.251324390243099,41,LONG
PTON,33.94481666665524,0.7071836805553176,48,LONG
PYPL,-289.69443333330855,-11.142093589742636,26,LONG
QCOM,1906.7246166667974,40.56860886525101,47,LONG
QQQ,240.89794999994047,4.226279824560359,57,LONG
REGN,4823.320866666705,73.08061919191978,66,LONG
RIG,2516.495049999976,89.87482321428486,28,LONG
ROKU,4869.602049999885,71.61179485293948,68,LONG
ROP,-156.147433333339,-7.097610606060863,22,LONG
ROST,5292.123050000024,84.00195317460356,63,LONG
RRC,6546.222849999933,172.2690223684193,38,LONG
RY,942.7260166666747,15.205258333333463,62,LONG
SBUX,1462.9714000000386,35.682229268293625,41,LONG
SHOP,-4229.215316666676,-91.9394634057973,46,LONG
SHW,479.47055000001274,12.294116666666993,39,LONG
SIRI,1102.6198833333037,33.41272373737284,33,LONG
SLV,416.25126666670985,5.076234959350121,82,LONG
SM,-1673.9845666666442,-52.31201770833263,32,LONG
SMG,-319.58969999995315,-17.75498333333073,18,LONG
SMH,1426.0020999999615,19.01336133333282,75,LONG
SNAP,-2787.8355833333335,-69.69588958333334,40,LONG
SNPS,8976.351516666662,179.52703033333324,50,LONG
SPCE,-492.34561666668014,-15.882116666667102,31,LONG
SPOT,1397.1656000000075,26.361615094339765,53,LONG
SPXL,2439.4298666666364,67.7619407407399,36,LONG
SPXS,-3963.517350000053,-127.85539838709848,31,LONG
SPY,883.0012333333289,14.96612259886998,59,LONG
SQQQ,-9990.481883333341,-312.2025588541669,32,LONG
STX,2828.8091666667387,28.865399659864682,98,LONG
SU,3234.2181333332774,66.00445170067913,49,LONG
T,-652.6650000000081,-20.395781250000255,32,LONG
TD,-274.80814999998256,-3.1587143678158913,87,LONG
TDOC,1608.7263999999996,59.582459259259245,27,LONG
TEAM,-254.1475166666787,-6.868851801802127,37,LONG
TEVA,380.5945833333535,6.343243055555892,60,LONG
TGT,162.11971666660247,4.912718686866741,33,LONG
TLRY,32219.261566666697,947.6253401960794,34,LONG
TLT,282.56310000007943,3.9244875000011032,72,LONG
TME,1634.1056166666385,32.04128660130664,51,LONG
TMO,8549.188766666644,115.52957792792763,74,LONG
TMUS,245.87903333330178,5.345196376810908,46,LONG
TQQQ,1145.6716499999893,49.81181086956475,23,LONG
TRI,-571.2088500000027,-21.969571153846257,26,LONG
TRV,980.0878833333409,20.00179353741512,49,LONG
TSLA,3171.068250000062,44.0426145833342,72,LONG
TTD,-5573.8138166667195,-139.34534541666798,40,LONG
TTWO,2895.5147999999826,45.24241874999973,64,LONG
TWLO,148.27805000001536,2.6013692982458836,57,LONG
TXN,4504.44430000001,83.41563518518537,54,LONG
UAL,100.56315000001632,2.4527597560979593,41,LONG
UBER,-5092.072666666638,-115.72892424242359,44,LONG
UNH,5802.4231,116.048462,50,LONG
UNP,3723.115316666692,77.56490243055607,48,LONG
UPS,-166.64330000003247,-3.967697619048392,42,LONG
URI,1043.1046666667098,35.9691264367831,29,LONG
USO,-2303.5932000000175,-35.43989538461565,65,LONG
V,-196.10105000003387,-4.560489534884509,43,LONG
VIPS,543.0380666666679,11.805175362318867,46,LONG
VRSK,-639.3967166666553,-37.61157156862678,17,LONG
VRTX,5970.466816666616,119.40933633333232,50,LONG
VTRS,1306.805666666558,22.926415204676456,57,LONG
VZ,672.6169000000154,19.217625714286157,35,LONG
W,5143.3011166666765,91.84466279761922,56,LONG
WBD,3694.8668500000203,52.040378169014375,71,LONG
WDAY,1472.115500000029,43.2975147058832,34,LONG
WDC,16100.570983333331,154.81318253205126,104,LONG
WFC,1179.470116666671,31.03868728070187,38,LONG
WMT,878.0812499999884,13.304261363636186,66,LONG
WY,3966.0297333333365,141.64391904761916,28,LONG
WYNN,-3129.117999999995,-53.03589830508466,59,LONG
XBI,737.4212166666111,11.173048737372897,66,LONG
XEL,-79.92210000003251,-2.1032131578955924,38,LONG
XLB,-108.39664999998786,-9.854240909089805,11,LONG
XLE,997.8185333333313,26.258382456140296,38,LONG
XLF,48.400499999988824,2.84708823529346,17,LONG
XLI,-81.23438333332888,-3.692471969696767,22,LONG
XLK,-25.752783333278785,-0.735793809522251,35,LONG
XLU,684.9028666667218,14.57240141844089,47,LONG
XLV,294.21726666669565,7.74255964912357,38,LONG
XOM,1285.0995833333582,19.471205808081184,66,LONG
XOP,1097.1501333334309,20.700945911951525,53,LONG
XRT,400.30718333338154,21.068799122809555,19,LONG
XRX,1230.869866666646,58.612850793649805,21,LONG
YETI,-1359.7801833332996,-27.75061598639387,49,LONG
ZM,-596.6276333333008,-22.097319753085213,27,LONG
